category_id,category_key,entity,expense_type,category_label,is_uncategorised,transaction_rows,transaction_value
1021,a38fd52c538f33996992f0bb7b5ee4245ee1a1fd94ad6db7bab9c2663b9268cc,HM Revenue and Customs,PROJECT Mandays HMRC,HM Revenue and Customs — PROJECT Mandays HMRC,false,388,56787598.9
1029,a42ed82f490795115245a8badf59d7cf7d77b8e4463a2974af631da5d56739d2,Department for Transport,Apprentice Levy C/A,Department for Transport — Apprentice Levy C/A,false,11,807292
1055,a752174ad8ef01fd627e418b7f998b470a07a1abd86497281dbfeb05817e2710,Bristol City Council,R&M - Departmental planned (internal),Bristol City Council — R&M - Departmental planned (internal),false,121,900459.3
1096,ad5cc5fd92760fc897869a81a94b5e544c543251ee88863f49c48778a8133429,Manchester City Council,Works and associated costs for Land and Buildings,Manchester City Council — Works and associated costs for Land and Buildings,false,1955,230625021.49
1189,bc45670f2cceaa52c9bf5d90a9a0ba825fa35d75dfcc7fdfeba58731911ce0bb,Department for Transport,IT Consultancy - Other,Department for Transport — IT Consultancy - Other,false,6,279587.9
1363,d716ec4a60401b7f3e46a3a341ee6df1ad0c64beb04d74a89b03035ba5ea8e8c,Department for Transport,UK - Hotel/Apartment,Department for Transport — UK - Hotel/Apartment,false,6,288197.15
1368,d809f8758cd5e76bb80bea72c6831b8f15464a77a90a4b7478c40cfba2085394,HM Revenue and Customs,Accommodation,HM Revenue and Customs — Accommodation,false,8,329964.8
1385,dae3da516f55169f38fa59c846cdea3dd0894ff51e273ad086cd9fa1788a21f8,Department for Transport,Estates PFI Unitary,Department for Transport — Estates PFI Unitary,false,13,9839184.92
1407,de115540ee18a1f1438400380bf985faaf7d5d311186f1f1fcea419eb2e0a3d7,City of York Council,Operational Materials,City of York Council — Operational Materials,false,1978,2643281.75
1453,e58b3f267ec8ad1a89f5f788b2d85399b146c119866383129d66a333f142cb20,Department for Transport,Abortive Fees - Cap & Fa Adjs,Department for Transport — Abortive Fees - Cap & Fa Adjs,false,2,121857.11
108,11c4d953ed5106995fc3d2cb29b7bcba3216ee56962c2e9b48d6cee68912b188,Manchester City Council,Internet access,Manchester City Council — Internet access,false,1,531.17
351,37c7dc73c10128c88a718ed9ac4afaf3f85006333919a83069b229dd872a9e60,Department for Transport,Payroll / Healthcare Cash Plan,Department for Transport — Payroll / Healthcare Cash Plan,false,1,25381.88
406,413e77e331935f7885d48269d02b8d02d30c1ea648fba3881ab9952bf6d65b57,Manchester City Council,Infrastructure Fees,Manchester City Council — Infrastructure Fees,false,15,424136.42
468,4c7ecb3d4fb3028f2e0c9570a85d658666553ca99609c5d1e2db8586fadf5f45,HM Revenue and Customs,Equipment & machiner,HM Revenue and Customs — Equipment & machiner,false,3,107944
520,53ad08cd4567b001967eda1679691c9dc8f58cca68d7fff652934954b085d6ff,Manchester City Council,Refuse Collection,Manchester City Council — Refuse Collection,false,372,23842724.51
564,5a85b30a4ec4ab36fdfdbf0d1a16748961e8df81d989f78a982a4d8d60adf6df,HM Revenue and Customs,Telephones-Landline,HM Revenue and Customs — Telephones-Landline,false,5,397642.14
596,5fb1564b668e29b774416b434f910e04e750ffce16a7045d0ecd05b7cdf8de7b,City of York Council,Contract Capital Works,City of York Council — Contract Capital Works,false,2470,75471760.98
624,653df0f6fad55cbe5b45a0252c4b11953e922ee395df6e4fdfe2e638ec377285,Manchester City Council,Elec Carl-Class1A NI,Manchester City Council — Elec Carl-Class1A NI,false,1,20492.45
669,6ad73b7edc9cd83dd363b2cae671e2b747eedc41e4254d704b6eeb193c4f8501,HM Revenue and Customs,Lab adapters,HM Revenue and Customs — Lab adapters,false,1,29277.78
670,6ad7d1e2da34496d9cb5a5fb4a76ceb3a0bac1da1f3ea9ae343fca37cb86669e,Bristol City Council,TPP - Grounds Maintenance,Bristol City Council — TPP - Grounds Maintenance,false,41,123378.13
685,6c0eb1cecec2e00bbb6daeb0fab423d6848eea1e7094db07f08d72e7a3193da9,HM Revenue and Customs,National postal EVAT,HM Revenue and Customs — National postal EVAT,false,43,54285025.83
720,7229454c2726fba9c6a1c4a6be80a80de71c6d66f77403790421e40feb089ff5,Bristol City Council,Books,Bristol City Council — Books,false,14,23965.2
906,8d9678ff23023756aeb2b06b60c98e2fa3085c25202faf36384da6850e22f454,Department for Transport,Corporate Travel Contracts (Finance Only),Department for Transport — Corporate Travel Contracts (Finance Only),false,22,4052092.89
908,8d9ea760e41f9be59af682bd4fcb11dd322d8953d9be04a00416ab0b8bc908d5,Department for Transport,TECH SVC SUP (TSS),Department for Transport — TECH SVC SUP (TSS),false,9,781085.17
965,9a138170dcff8750b2c1d1161b9c8aef859c03f58802ab2416b92ba68cf93bff,City of York Council,Customer Compensation,City of York Council — Customer Compensation,false,30,41835.35
1050,a6ce62a143e7502d7477f000a8da4cc4d035545dec16c2cb6e56a6b3b3280f67,City of York Council,Trade Union Duty Refunds,City of York Council — Trade Union Duty Refunds,false,15,171454.47
1074,aa98abb6d9083084d25fdbaa964a7f9a9b1888bd5d2f55e8e83e4ec8181ab178,Department for Transport,OCCUP HEALTH SCHEME,Department for Transport — OCCUP HEALTH SCHEME,false,1,31015.85
1114,b24d2ba415914cc55aa6eeb55578fee7bb7214869d4f104f46e5f4bf677c3e48,Ministry of Justice,EXP - PURCHASE OF GOODS/SERVICES - PERSONNEL RELATED - Staff Health and Safety,Ministry of Justice — EXP - PURCHASE OF GOODS/SERVICES - PERSONNEL RELATED - Staff Health and Safety,false,96,8893658.92
1132,b43d5204fd9ae01a050f534d43baef51360940dc5ebdc304e47ae1a1da3c1ad2,HM Revenue and Customs,Digital cameras,HM Revenue and Customs — Digital cameras,false,1,120
1141,b5297a8c04fea3f2ea34ba906b0a699cee6590d5cc324f8a93d25b9c0faabc33,Department for Transport,CM - Lump Sum Fees,Department for Transport — CM - Lump Sum Fees,false,905,93895819.33
1188,bc1f45683af1a70a2ba14b919d4feeae683c9eeee52bf0a0188ffd8e386c91a9,HM Revenue and Customs,I.T.-Hardware Maintenance,HM Revenue and Customs — I.T.-Hardware Maintenance,false,2,2826059.16
1203,be66586064709977c9fccb0133b17b0112af2c068bb8bc1a671aae3620cca081,City of York Council,Electrical Repairs,City of York Council — Electrical Repairs,false,76,30904.55
1211,bf6ff663cabbc8cf7d7f6403dd3dc8963c10b8bf16dfee0b3952c2b00a59de2c,HM Revenue and Customs,Phones - LL Rental,HM Revenue and Customs — Phones - LL Rental,false,2,14879.9
1278,c9a4e51de5950491a690646651c3fb8556f5b39d5e64c46b529bd6a7b07daf76,Department for Transport,Consultants Costs,Department for Transport — Consultants Costs,false,234,20988669.57
1311,cf6f82887048f720037ffaf324085ae4ba565526a68eb4687c39b1631bddcb36,Ministry of Justice,PPE - POA & AUC (OWNED) - COST - ADDITIONS - OTHER,Ministry of Justice — PPE - POA & AUC (OWNED) - COST - ADDITIONS - OTHER,false,15,2829595.15
1332,d2490ec6dfa95ae745119c4af2f2ce8aba785f248a4effb5f6bfb93a40a9ca98,Department for Transport,CG - Vehicles Fuel/Oil,Department for Transport — CG - Vehicles Fuel/Oil,false,11,371875.05
1338,d3043eb2f91cc57247d8c62cd5404d06a6d51fd2bc90242c00ac0b54bc488878,Department for Transport,Mobile Phone Contracts (Finance Only),Department for Transport — Mobile Phone Contracts (Finance Only),false,11,376324.65
1397,dc04a64b58ecb9e34e83c314ea0e292169abcc43f77230b4ddf7ff262b4315a4,Department for Transport,MACHINERY MAINTENANCE,Department for Transport — MACHINERY MAINTENANCE,false,2,59429.02
1422,e1411739a8b13b23109e4c0f1658d045c142fd433e2b9cf5bb758d0b271fbbdc,Ministry of Justice,EXP - PURCHASE OF GOODS/SERVICES - ACCOMMODATION & BLDNG MANAGEMENT - Other Occupancy Costs,Ministry of Justice — EXP - PURCHASE OF GOODS/SERVICES - ACCOMMODATION & BLDNG MANAGEMENT - Other Occupancy Costs,false,11,1742735.8
1488,ea2932ab05f01c79923f3a967aeed67f1a56956a4421bbb655ae0a0af81d66d7,Department for Transport,Third Party claims costs,Department for Transport — Third Party claims costs,false,5,403186.74
1545,f3743bea585581558181875a324c99c41420e9267bd86b84d209a87088c700e8,City of York Council,Purchase-Hire Of Exhibits,City of York Council — Purchase-Hire Of Exhibits,false,29,21448.69
1572,f6ad15f101ca214651c3e640ddc978a683fab04d51e401c3f964f83697288986,Manchester City Council,Security,Manchester City Council — Security,false,784,11507582.66
13,0215a18f4eca2ba3730773fc6296aeb2475146ab677b4d717643d78f8ffaae0e,Bristol City Council,Services - Bank Charges,Bristol City Council — Services - Bank Charges,false,1,15
25,052b7ff9c5aa2881eb885f0f55b573168648a1cb24901dbe68f8dff7e7de68cd,Department for Transport,Internal Audit Fees,Department for Transport — Internal Audit Fees,false,3,174900
54,0a4441db0ca6d99a34ded905daa4d3449405e422e9ab93772164f49f50998a28,Department for Transport,Electricity,Department for Transport — Electricity,false,55,12237271.03
63,0bbf6201757f12cd9c01b7b7e761acc2477161632a2b5ccb0ad0fff6d44fb8e6,HM Revenue and Customs,FIS Spec Req - Cap,HM Revenue and Customs — FIS Spec Req - Cap,false,1,19663.68
75,0d6657dbcc6b8cc04bf371bc008edf810f004bf9aa2e88020cc934cb35b5ac29,Manchester City Council,Meeting Refreshments,Manchester City Council — Meeting Refreshments,false,1,2043
124,14e5763feadda5740025b8410f5a77bb9aaafbf6670b358b2f130a12522e4a3a,Department for Transport,Other Prosecution Costs,Department for Transport — Other Prosecution Costs,false,13,917493.23
181,1e725821b10aac39854e2fae890f7425ca214274bd8cd9aa626d8b19fba1040f,Ministry of Justice,EXP - PURCHASE OF GOODS/SERVICES - CATERING & HOSPITALITY - Events and Conferences,Ministry of Justice — EXP - PURCHASE OF GOODS/SERVICES - CATERING & HOSPITALITY - Events and Conferences,false,108,4480442.93
382,3c23ed05e13f5be5252da4fc9aec2834ef5f1ec19a336975023819f0f747cf1b,Ministry of Justice,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES - Pension advice & administration,Ministry of Justice — EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES - Pension advice & administration,false,93,9483375.38
392,3f096b79c3511ed9c4b9d7dbace05b288057324f2448832f467fc998de0b4fd0,City of York Council,GM Trees,City of York Council — GM Trees,false,126,114689.26
460,4a69918456a32c0cf963da325cc1db64ba22243f06b299957b2c16a5c1cc538c,Manchester City Council,Storage Costs,Manchester City Council — Storage Costs,false,104,167579.21
511,529a0f8addba8e63f54d60f5ccf5bd98d45c65fb18b1cb2a1cd5192135c21896,Manchester City Council,Subvention Payments,Manchester City Council — Subvention Payments,false,19,3386046
587,5ecba6ef983f2771b9dd217bb75b242309bd7489a9b2bfe0d7769260fedfb583,HM Revenue and Customs,Cycle to work scheme,HM Revenue and Customs — Cycle to work scheme,false,2,48063.6
603,60f14bc067049cff631a75434ebb4f73b0982914787d2c5be92291cb81e44f7e,Manchester City Council,Vehicle Plant Furniture and Equipment,Manchester City Council — Vehicle Plant Furniture and Equipment,false,174,1707601.96
654,697e0b6af124807ce4d65d29e4fa5239897e8b15c0a1af2e346c82bf755f46c9,Department for Transport,Information Technology (Owned) - Cost - Additions,Department for Transport — Information Technology (Owned) - Cost - Additions,false,84,15918444.12
686,6c244507a3bd9f89438c23237044e7b7edc4ee0ecd72bf5ffae8dbd2b8a76cca,Department for Transport,Telephone Calls,Department for Transport — Telephone Calls,false,3,139827.4
711,712bd371488ef8fdd7cfbd15b40bbc7abf49049130cf443babd27f7adb206f1a,Department for Transport,Hire Of Consultants,Department for Transport — Hire Of Consultants,false,14,754659.99
774,79b779cef1b79926942b32e187f5957b0a1306e9130b8d8b00183585b48f2116,Department for Transport,Engineering Services,Department for Transport — Engineering Services,false,1,26673.85
818,804f4edab7e3afbe4e96d79b690a49195d1deeda2afa44925c907b6232ee668a,Bristol City Council,"Plant, Equipment & Machinery","Bristol City Council — Plant, Equipment & Machinery",false,62,2288040.36
844,84f724f276d03e74a6727bdafd2bfc73077afdd02313f40d9249eca6c5e19803,Manchester City Council,Vehicle Hire Costs,Manchester City Council — Vehicle Hire Costs,false,142,1939052.26
853,86330b9277febc104147897351692dc1ed58b984f02ae311a7e02e7ae723705c,Department for Transport,OFFICE EQUIPTMENT (NON-CAPITAL),Department for Transport — OFFICE EQUIPTMENT (NON-CAPITAL),false,1,26685.9
982,9d6f4e95baf916bd4ac41f7aead577ec2b51bf846f11837a43662a148fd82c6e,Department for Transport,Small Software,Department for Transport — Small Software,false,53,6675672.42
985,9dd7127a2421d22aff6308c7cbb530b8728119102cea570f8e7174b8962befe7,Department for Transport,Corporate Travel Suspense Account,Department for Transport — Corporate Travel Suspense Account,false,12,769493.84
1043,a56a52c82d0cd9ef8ac5198c4913f8f1ea292147099f9e896e6f7b427a53d9e6,Department for Transport,Estate Legal Advisors,Department for Transport — Estate Legal Advisors,false,1,56524.9
1044,a5906098a7983144e7f1955f217f1c5dadd7a20920dd1fd7d4e905aab7454005,Bristol City Council,SUC - Residential Care independent sector,Bristol City Council — SUC - Residential Care independent sector,false,99,-19237.8
1115,b278cfc9fbf5b1bf45f0f598082296d9359a748cb33f8c35817bdc680a143878,Manchester City Council,Bank Interest Rec'd,Manchester City Council — Bank Interest Rec'd,false,3,-2505.6
1161,b7c6e9d6a21dcd0be3825ce64894815aa9f65cbec7e6ac4ec36f99ce51d02640,Manchester City Council,Postage,Manchester City Council — Postage,false,233,2718586.13
1179,ba9d1d796bab8a4112ea5c5feae73253aec340da835e8f0d54327bf02d3c384f,City of York Council,Bus Passes,City of York Council — Bus Passes,false,74,151437.7
1236,c3b62e700e80a9da00daaf69e15c4d652249a764c117c1894afcb21d3aed6636,Department for Transport,OCCUPATIONAL HEALTH SCHEME,Department for Transport — OCCUPATIONAL HEALTH SCHEME,false,3,243907
1282,ca28f9f997da360e8bff1f1f148336892011332261bd6bee2f306ce851b893ef,Manchester City Council,Licences Purchase,Manchester City Council — Licences Purchase,false,170,4566014.25
1304,cdf1ee718717f2603c6247486b9618e07d40509ff5d1ae9338026ddd893387c1,City of York Council,Abandoned Vehicles,City of York Council — Abandoned Vehicles,false,17,12296
1310,cf6e865e1a8c5010fd71fd475bb8a6ff07c770ae6544b5acb27272208c36e597,Ministry of Justice,Legal services,Ministry of Justice — Legal services,false,10,8149200
1320,d1adaac96897f39dceebfeb27955252462ffa8257635264ce2d423062d995c60,Manchester City Council,Motor Insurance Prem,Manchester City Council — Motor Insurance Prem,false,1,820.84
1335,d2c0099db51fd5265f434a1124254faca3364ab7bdee1d27768f0abc3ffd6448,Manchester City Council,Home Care,Manchester City Council — Home Care,false,10208,24384058.74
1344,d401584738e31d8701f522e001ec9f5a329bb1f87b3ff6edd201054113e15c77,City of York Council,R&M IT Hardware,City of York Council — R&M IT Hardware,false,182,2893684.45
1465,e71d239d8c0b5f91bcc3c3f4f2a35f043d8a716370471cafd0efd81cc115db6d,City of York Council,Fees,City of York Council — Fees,false,59,776386.84
1501,ec41ba3d0f7b3f73dacc8862fc09adc58b9d0d477d0acebf36368b0b604a0434,HM Revenue and Customs,Computer servers,HM Revenue and Customs — Computer servers,false,3,342491.26
1542,f321f3e06310cb09faf46d2d510eef19f777f678d3b90256d7e2a3e2ae6977ce,Department for Transport,Water,Department for Transport — Water,false,2,85590.48
1590,f9224f9115542d47c4acc2bfba2f57b5583b66916942138ad3409ffc8575c188,City of York Council,Multiple Placements,City of York Council — Multiple Placements,false,7,893.88
9,01a71a5577db4fc042e0a8902ea8b3372a7fb14fabf8a68cb0d04b6b86832109,HM Revenue and Customs,OGD costs,HM Revenue and Customs — OGD costs,false,11,2024471.97
96,0fad4f3c7eb455d3c3eb4308607262b0b8cd88dbb167fdfdc75a42b4e7c652af,Department for Transport,CP - At Sea Equip,Department for Transport — CP - At Sea Equip,false,5,841792.8
241,2854bdc6a39d3e36c3c4be453d5ab4ac8b7ea1802b1de125c8b2d0317fa70961,HM Revenue and Customs,Cross Government Ser,HM Revenue and Customs — Cross Government Ser,false,30,3789021.91
356,384ed07e2f5551b65bca88fad78b5f3f339b2f2c875cbbb698ad66ee99309412,Department for Transport,Other Accommodation and Building Management Services,Department for Transport — Other Accommodation and Building Management Services,false,2,71662.5
362,39714a64a8fc240c079ad4f8fe0d19ed1feab5422ffff020e4c8022eeb77a465,City of York Council,Non Staff Bus Travel,City of York Council — Non Staff Bus Travel,false,7,4950
422,4341ed34381817dc2e84f00372e7d707683a4b98048ddd0833940f433e5d8204,Department for Transport,Non-stock Printing Purchases,Department for Transport — Non-stock Printing Purchases,false,3,200213.95
483,4e7feceec77a895b80d32b1fc9fc0c63ce1992cef7d3dd0283a729dd3b939686,City of York Council,Unallocated Expenditure,City of York Council — Unallocated Expenditure,false,42,98396.37
510,52665ccfd6c23766ea57a22856ac8b9b5367ba832644d43648c02054e469d9e4,HM Revenue and Customs,Legal Solicitors fee,HM Revenue and Customs — Legal Solicitors fee,false,36,3783838.03
650,68e884b53b23859c6615902166d811bbfcb02c71acdedcd6a32fe81bcca80765,City of York Council,Allowances,City of York Council — Allowances,false,81,3146.41
652,69470152e1e116119907c762ec87781a6cf3becc992c1c2ae9e4681b436aa58b,Department for Transport,Radio Licence Fees,Department for Transport — Radio Licence Fees,false,1,174525
762,77ea9100a437ad028a5a333195817ae45be30abfc0eb8f8e6167b941cc2a0e06,Bristol City Council,Computing - Licences,Bristol City Council — Computing - Licences,false,37,586923.73
779,7a41750a4acb31795f19a82a420346aafc87594c3fbe66b270f70dca1e087733,Department for Transport,Conferences/Exhibitions/Events,Department for Transport — Conferences/Exhibitions/Events,false,14,1324074.06
861,880dcfde410209d2df866c3f8535f673a99783500be0317b1f5f340f6d3ae6ae,Manchester City Council,Sanitary/Medcal Wast,Manchester City Council — Sanitary/Medcal Wast,false,4,4679.86
